Country,Company Name,Department,Cost Center
Kuwait,Sino Gulf Energy Enterprises LLC - Kuwait,YEMEN HQ OVERHEAD   ,C519960013
Kuwait,Sino Gulf Energy Enterprises LLC - Kuwait,JORDAN HQ OVERHEAD  ,C519960014
Kuwait,Sino Gulf Energy Enterprises LLC - Kuwait,KSA HQ OVERHEAD     ,C519960015
Kuwait,Sino Gulf Energy Enterprises LLC - Kuwait,ELIMINATIONS        ,C519999999
Kuwait,National Gulf Petroleum Services,CEMENTING           ,C521100101
Kuwait,National Gulf Petroleum Services,SURFACE TESTING     ,C522300101
Kuwait,National Gulf Petroleum Services,WL LOG-CASED HOLE   ,C522310201
Kuwait,National Gulf Petroleum Services,DIRECTIONAL DRILLING,C523410101
Kuwait,National Gulf Petroleum Services,TUBULAR RUNNING SERV,C523420101
Kuwait,National Gulf Petroleum Services,DOWN HOLE TOOLS     ,C523430101
Kuwait,National Gulf Petroleum Services,FISHING SERVICES    ,C523450101
Kuwait,National Gulf Petroleum Services,MACHINE SHOP        ,C523460101
Kuwait,National Gulf Petroleum Services,THROUGH TUBING      ,C523500101
Kuwait,National Gulf Petroleum Services,OTHER WELL HEADS    ,C523510201
Kuwait,National Gulf Petroleum Services,MAINTENAN & WORKSHOP,C527700001
Kuwait,National Gulf Petroleum Services,QHSE                ,C527700002
Kuwait,National Gulf Petroleum Services,TRANSPORTATION      ,C527700003
Kuwait,National Gulf Petroleum Services,FACILITY            ,C527700004
Kuwait,National Gulf Petroleum Services,TECHNICAL MANAGEMENT,C527700005
Kuwait,National Gulf Petroleum Services,LAB CTU & CMT       ,C527700006
Kuwait,National Gulf Petroleum Services,WAREHOUSE           ,C527700007
Kuwait,National Gulf Petroleum Services,LOGISTICS           ,C527700008
Kuwait,National Gulf Petroleum Services,SUPPLY CHAIN        ,C528800001
Kuwait,National Gulf Petroleum Services,FINANCE             ,C528800002
Kuwait,National Gulf Petroleum Services,OFFICE FACILITY     ,C528800003
Kuwait,National Gulf Petroleum Services,ADMIN GOVT & SECURIT,C528800004
Kuwait,National Gulf Petroleum Services,BUSINESS DEVELOPMENT,C528800005
Kuwait,National Gulf Petroleum Services,IT                  ,C528800006
Kuwait,National Gulf Petroleum Services,HUMAN RESOURCES     ,C528800007
Kuwait,National Gulf Petroleum Services,INTERNS             ,C528800008
Kuwait,National Gulf Petroleum Services,MANAGEMENT          ,C528800009
Kuwait,National Gulf Petroleum Services,LEGAL               ,C528800010
Kuwait,National Gulf Petroleum Services,KUWAIT HQ OVERHEAD  ,C529960001
Kuwait,National Gulf Petroleum Services,ELIMINATIONS        ,C529999999
Kuwait,Sahara Petroleum Service - Kuwait Project,CEMENTING           ,C531100101
Kuwait,Sahara Petroleum Service - Kuwait Project,COILED TUBING       ,C531110101
Kuwait,Sahara Petroleum Service - Kuwait Project,COILED TUBING DHT   ,C531110201
Kuwait,Sahara Petroleum Service - Kuwait Project,PIPELINES           ,C531140101
Kuwait,Sahara Petroleum Service - Kuwait Project,NITROGEN PURGE      ,C531140701
Kuwait,Sahara Petroleum Service - Kuwait Project,NITROGEN            ,C531150101
Kuwait,Sahara Petroleum Service - Kuwait Project,STIMULATION         ,C531170101
Kuwait,Sahara Petroleum Service - Kuwait Project,SURFACE TESTING     ,C532300101
Kuwait,Sahara Petroleum Service - Kuwait Project,WL LOG-CASED HOLE   ,C532310201
Kuwait,Sahara Petroleum Service - Kuwait Project,SLICKLINE           ,C532320101
Kuwait,Sahara Petroleum Service - Kuwait Project,DIRECTIONAL DRILLING,C533410101
Kuwait,Sahara Petroleum Service - Kuwait Project,CORING SERVICES     ,C533410501
Kuwait,Sahara Petroleum Service - Kuwait Project,MUD LOGGING         ,C533410601
Kuwait,Sahara Petroleum Service - Kuwait Project,TUBULAR RUNNING SERV,C533420101
Kuwait,Sahara Petroleum Service - Kuwait Project,DOWN HOLE TOOLS     ,C533430101
Kuwait,Sahara Petroleum Service - Kuwait Project,FISHING SERVICES    ,C533450101
Kuwait,Sahara Petroleum Service - Kuwait Project,MACHINE SHOP        ,C533460101
Kuwait,Sahara Petroleum Service - Kuwait Project,THROUGH TUBING      ,C533500101
Kuwait,Sahara Petroleum Service - Kuwait Project,OTHER WELL HEADS    ,C533510201
Kuwait,Sahara Petroleum Service - Kuwait Project,MAINTENAN & WORKSHOP,C537700001
Kuwait,Sahara Petroleum Service - Kuwait Project,QHSE                ,C537700002
Kuwait,Sahara Petroleum Service - Kuwait Project,TRANSPORTATION      ,C537700003
Kuwait,Sahara Petroleum Service - Kuwait Project,FACILITY            ,C537700004
Kuwait,Sahara Petroleum Service - Kuwait Project,TECHNICAL MANAGEMENT,C537700005
Kuwait,Sahara Petroleum Service - Kuwait Project,LAB CTU & CMT       ,C537700006
Kuwait,Sahara Petroleum Service - Kuwait Project,WAREHOUSE           ,C537700007
Kuwait,Sahara Petroleum Service - Kuwait Project,LOGISTICS           ,C537700008
Kuwait,Sahara Petroleum Service - Kuwait Project,SUPPLY CHAIN        ,C538800001
Kuwait,Sahara Petroleum Service - Kuwait Project,FINANCE             ,C538800002
Kuwait,Sahara Petroleum Service - Kuwait Project,OFFICE FACILITY     ,C538800003
Kuwait,Sahara Petroleum Service - Kuwait Project,ADMIN GOVT & SECURIT,C538800004
Kuwait,Sahara Petroleum Service - Kuwait Project,BUSINESS DEVELOPMENT,C538800005
Kuwait,Sahara Petroleum Service - Kuwait Project,IT                  ,C538800006
Kuwait,Sahara Petroleum Service - Kuwait Project,HUMAN RESOURCES     ,C538800007
Kuwait,Sahara Petroleum Service - Kuwait Project,INTERNS             ,C538800008
Kuwait,Sahara Petroleum Service - Kuwait Project,MANAGEMENT          ,C538800009
Kuwait,Sahara Petroleum Service - Kuwait Project,LEGAL               ,C538800010
Kuwait,Sahara Petroleum Service - Kuwait Project,KUWAIT HQ OVERHEAD  ,C539960001
Kuwait,Sahara Petroleum Service - Kuwait Project,ELIMINATIONS        ,C539999999
Kuwait,Action Energy (CPVEN) Kuwait,CEMENTING           ,C541100101
Kuwait,Action Energy (CPVEN) Kuwait,CEMENT DHT          ,C541100201
Kuwait,Action Energy (CPVEN) Kuwait,COILED TUBING       ,C541110101
Kuwait,Action Energy (CPVEN) Kuwait,HYDRAULIC FRACTURING,C541130101
Kuwait,Action Energy (CPVEN) Kuwait,NITROGEN            ,C541150101
Kuwait,Action Energy (CPVEN) Kuwait,STIMULATION         ,C541170101
Kuwait,Action Energy (CPVEN) Kuwait,DRILLING FLUIDS     ,C543440101
Kuwait,Action Energy (CPVEN) Kuwait,MAINTENAN & WORKSHOP,C547700001
Kuwait,Action Energy (CPVEN) Kuwait,QHSE                ,C547700002
Kuwait,Action Energy (CPVEN) Kuwait,TRANSPORTATION      ,C547700003
Kuwait,Action Energy (CPVEN) Kuwait,FACILITY            ,C547700004
Kuwait,Action Energy (CPVEN) Kuwait,TECHNICAL MANAGEMENT,C547700005
Kuwait,Action Energy (CPVEN) Kuwait,LAB CTU & CMT       ,C547700006
Kuwait,Action Energy (CPVEN) Kuwait,WAREHOUSE           ,C547700007
Kuwait,Action Energy (CPVEN) Kuwait,LOGISTICS           ,C547700008
Kuwait,Action Energy (CPVEN) Kuwait,SUPPLY CHAIN        ,C548800001
Kuwait,Action Energy (CPVEN) Kuwait,FINANCE             ,C548800002
Kuwait,Action Energy (CPVEN) Kuwait,OFFICE FACILITY     ,C548800003
Kuwait,Action Energy (CPVEN) Kuwait,ADMIN GOVT & SECURIT,C548800004
Kuwait,Action Energy (CPVEN) Kuwait,BUSINESS DEVELOPMENT,C548800005
Kuwait,Action Energy (CPVEN) Kuwait,IT                  ,C548800006
Kuwait,Action Energy (CPVEN) Kuwait,HUMAN RESOURCES     ,C548800007
Kuwait,Action Energy (CPVEN) Kuwait,INTERNS             ,C548800008
Kuwait,Action Energy (CPVEN) Kuwait,MANAGEMENT          ,C548800009
Kuwait,Action Energy (CPVEN) Kuwait,LEGAL               ,C548800010
Kuwait,Action Energy (CPVEN) Kuwait,KUWAIT HQ OVERHEAD  ,C549960001
Kuwait,Action Energy (CPVEN) Kuwait,ELIMINATIONS        ,C549999999
Kuwait,Gulf Energy LLC,CEMENTING           ,C551100101
Kuwait,Gulf Energy LLC,CEMENT DHT          ,C551100201
Kuwait,Gulf Energy LLC,COILED TUBING       ,C551110101
Kuwait,Gulf Energy LLC,SURFACE TESTING     ,C552300101
Kuwait,Gulf Energy LLC,WL LOG-CASED HOLE   ,C552310201
Kuwait,Gulf Energy LLC,DIRECTIONAL DRILLING,C553410101
Kuwait,Gulf Energy LLC,MEASUREMENT WHILE DR,C553410201
Kuwait,Gulf Energy LLC,LOGG. WHILE DRILLING,C553410301
Kuwait,Gulf Energy LLC,GYRO SERVICES       ,C553410401
Kuwait,Gulf Energy LLC,CORING SERVICES     ,C553410501
Kuwait,Gulf Energy LLC,TUBULAR RUNNING SERV,C553420101
Kuwait,Gulf Energy LLC,DOWN HOLE TOOLS     ,C553430101
Kuwait,Gulf Energy LLC,FISHING SERVICES    ,C553450101
Kuwait,Gulf Energy LLC,MACHINE SHOP        ,C553460101
Kuwait,Gulf Energy LLC,THROUGH TUBING      ,C553500101
Kuwait,Gulf Energy LLC,OTHER WELL HEADS    ,C553510201
Kuwait,Gulf Energy LLC,WATER & PROD ASSURAN,C554600101
Kuwait,Gulf Energy LLC,EMISSIONS CONTROL   ,C554610101
Kuwait,Gulf Energy LLC,FLARE CAPTURE       ,C554620101
Kuwait,Gulf Energy LLC,HEAT AND GEOTHERMAL ,C554630101
Kuwait,Gulf Energy LLC,MAINTENAN & WORKSHOP,C557700001
Kuwait,Gulf Energy LLC,QHSE                ,C557700002
Kuwait,Gulf Energy LLC,TRANSPORTATION      ,C557700003
Kuwait,Gulf Energy LLC,FACILITY            ,C557700004
Kuwait,Gulf Energy LLC,TECHNICAL MANAGEMENT,C557700005
Kuwait,Gulf Energy LLC,LAB CTU & CMT       ,C557700006
Kuwait,Gulf Energy LLC,WAREHOUSE           ,C557700007
Kuwait,Gulf Energy LLC,LOGISTICS           ,C557700008
Kuwait,Gulf Energy LLC,SUPPLY CHAIN        ,C558800001
Kuwait,Gulf Energy LLC,FINANCE             ,C558800002
Kuwait,Gulf Energy LLC,OFFICE FACILITY     ,C558800003
Kuwait,Gulf Energy LLC,ADMIN GOVT & SECURIT,C558800004
Kuwait,Gulf Energy LLC,BUSINESS DEVELOPMENT,C558800005
Kuwait,Gulf Energy LLC,IT                  ,C558800006
Kuwait,Gulf Energy LLC,HUMAN RESOURCES     ,C558800007
Kuwait,Gulf Energy LLC,INTERNS             ,C558800008
Kuwait,Gulf Energy LLC,MANAGEMENT          ,C558800009
Kuwait,Gulf Energy LLC,LEGAL               ,C558800010
Kuwait,Gulf Energy LLC,KUWAIT HQ OVERHEAD  ,C559960001
Kuwait,Gulf Energy LLC,ELIMINATIONS        ,C559999999
Qatar,NOWMCO,CEMENTING           ,C601100101
Qatar,NOWMCO,CEMENT DHT          ,C601100201
Qatar,NOWMCO,COILED TUBING       ,C601110101
Qatar,NOWMCO,COILED TUBING DHT   ,C601110201
Qatar,NOWMCO,COILED TUBING UNCONV,C601110301
Qatar,NOWMCO,PIPELINES           ,C601140101
Qatar,NOWMCO,GROSS LEAK TEST -GLT,C601140401
Qatar,NOWMCO,HYDRO TESTING       ,C601140501
Qatar,NOWMCO,COMMIS LEAK TEST-CLT,C601140601
Qatar,NOWMCO,NITROGEN PURGE      ,C601140701
Qatar,NOWMCO,NITROGEN            ,C601150101
Qatar,NOWMCO,STIMULATION         ,C601170101
Qatar,NOWMCO,SURFACE TESTING     ,C602300101
Qatar,NOWMCO,MP FLOW METER       ,C602300201
Qatar,NOWMCO,WELL TEST-LSTK SITES,C602300401
Qatar,NOWMCO,WL LOG - OPEN HOLE  ,C602310101
Qatar,NOWMCO,WL LOG - RS         ,C602310501
Qatar,NOWMCO,SLICKLINE           ,C602320101
Qatar,NOWMCO,BITS                ,C603400101
Qatar,NOWMCO,TUBULAR RUNNING SERV,C603420101
Qatar,NOWMCO,FISHING SERVICES    ,C603450101
Qatar,NOWMCO,RIGS                ,C603490101
Qatar,NOWMCO,THROUGH TUBING      ,C603500101
Qatar,NOWMCO,WATER & PROD ASSURAN,C604600101
Qatar,NOWMCO,EMISSIONS CONTROL   ,C604610101
Qatar,NOWMCO,MAINTENAN & WORKSHOP,C607700001
Qatar,NOWMCO,QHSE                ,C607700002
Qatar,NOWMCO,TRANSPORTATION      ,C607700003
Qatar,NOWMCO,FACILITY            ,C607700004
Qatar,NOWMCO,TECHNICAL MANAGEMENT,C607700005
Qatar,NOWMCO,LAB CTU & CMT       ,C607700006
Qatar,NOWMCO,WAREHOUSE           ,C607700007
Qatar,NOWMCO,LOGISTICS           ,C607700008
Qatar,NOWMCO,SUPPLY CHAIN        ,C608800001
Qatar,NOWMCO,FINANCE             ,C608800002
Qatar,NOWMCO,OFFICE FACILITY     ,C608800003
Qatar,NOWMCO,ADMIN GOVT & SECURIT,C608800004
Qatar,NOWMCO,BUSINESS DEVELOPMENT,C608800005
Qatar,NOWMCO,IT                  ,C608800006
Qatar,NOWMCO,HUMAN RESOURCES     ,C608800007
Qatar,NOWMCO,INTERNS             ,C608800008
Qatar,NOWMCO,MANAGEMENT          ,C608800009
Qatar,NOWMCO,LEGAL               ,C608800010
Qatar,NOWMCO,QATAR HQ OVERHEAD   ,C609960001
Qatar,NOWMCO,ELIMINATIONS        ,C609999999
Qatar,NESR Oil and Gas Services - Qatar,CEMENTING           ,C611100101
Qatar,NESR Oil and Gas Services - Qatar,CEMENT DHT          ,C611100201
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD CEMENTING  ,C611109901
Qatar,NESR Oil and Gas Services - Qatar,COILED TUBING       ,C611110101
Qatar,NESR Oil and Gas Services - Qatar,COILED TUBING DHT   ,C611110201
Qatar,NESR Oil and Gas Services - Qatar,COILED TUBING UNCONV,C611110301
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD CTU        ,C611119901
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD FRAC       ,C611139901
Qatar,NESR Oil and Gas Services - Qatar,PIPELINES           ,C611140101
Qatar,NESR Oil and Gas Services - Qatar,GROSS LEAK TEST -GLT,C611140401
Qatar,NESR Oil and Gas Services - Qatar,HYDRO TESTING       ,C611140501
Qatar,NESR Oil and Gas Services - Qatar,COMMIS LEAK TEST-CLT,C611140601
Qatar,NESR Oil and Gas Services - Qatar,NITROGEN PURGE      ,C611140701
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD PIS        ,C611149901
Qatar,NESR Oil and Gas Services - Qatar,NITROGEN            ,C611150101
Qatar,NESR Oil and Gas Services - Qatar,STIMULATION         ,C611170101
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD STIM       ,C611179901
Qatar,NESR Oil and Gas Services - Qatar,SURFACE TESTING     ,C612300101
Qatar,NESR Oil and Gas Services - Qatar,MP FLOW METER       ,C612300201
Qatar,NESR Oil and Gas Services - Qatar,WELL TEST-LSTK SITES,C612300401
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD WTS        ,C612309901
Qatar,NESR Oil and Gas Services - Qatar,WL LOG - OPEN HOLE  ,C612310101
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD LOGGING    ,C612319901
Qatar,NESR Oil and Gas Services - Qatar,SLICKLINE           ,C612320101
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD SLICK LINE ,C612329901
Qatar,NESR Oil and Gas Services - Qatar,BITS                ,C613400101
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD BITS       ,C613409901
Qatar,NESR Oil and Gas Services - Qatar,DIRECTIONAL DRILLING,C613410101
Qatar,NESR Oil and Gas Services - Qatar, KBOS               ,C613410701
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD DRILLING   ,C613419901
Qatar,NESR Oil and Gas Services - Qatar,TUBULAR RUNNING SERV,C613420101
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD TRS        ,C613429901
Qatar,NESR Oil and Gas Services - Qatar,DOWN HOLE TOOLS     ,C613430101
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD DS         ,C613439901
Qatar,NESR Oil and Gas Services - Qatar,FISHING SERVICES    ,C613450101
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD FISHING    ,C613459901
Qatar,NESR Oil and Gas Services - Qatar,THROUGH TUBING      ,C613500101
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD THT        ,C613509901
Qatar,NESR Oil and Gas Services - Qatar,WATER & PROD ASSURAN,C614600101
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD ESG COST   ,C614609901
Qatar,NESR Oil and Gas Services - Qatar,EMISSIONS CONTROL   ,C614610101
Qatar,NESR Oil and Gas Services - Qatar,MAINTENAN & WORKSHOP,C617700001
Qatar,NESR Oil and Gas Services - Qatar,QHSE                ,C617700002
Qatar,NESR Oil and Gas Services - Qatar,TRANSPORTATION      ,C617700003
Qatar,NESR Oil and Gas Services - Qatar,FACILITY            ,C617700004
Qatar,NESR Oil and Gas Services - Qatar,TECHNICAL MANAGEMENT,C617700005
Qatar,NESR Oil and Gas Services - Qatar,LAB CTU & CMT       ,C617700006
Qatar,NESR Oil and Gas Services - Qatar,WAREHOUSE           ,C617700007
Qatar,NESR Oil and Gas Services - Qatar,LOGISTICS           ,C617700008
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD MAINT&WORKS,C617709901
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD QHSE       ,C617709902
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD TRANSPORT  ,C617709903
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD FACILITY   ,C617709904
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD TECH. MANAG,C617709905
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD LAB CTU&CMT,C617709906
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD WAREHOUSE  ,C617709907
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD LOGISTICS  ,C617709908
Qatar,NESR Oil and Gas Services - Qatar,SUPPLY CHAIN        ,C618800001
Qatar,NESR Oil and Gas Services - Qatar,FINANCE             ,C618800002
Qatar,NESR Oil and Gas Services - Qatar,OFFICE FACILITY     ,C618800003
Qatar,NESR Oil and Gas Services - Qatar,ADMIN GOVT & SECURIT,C618800004
Qatar,NESR Oil and Gas Services - Qatar,BUSINESS DEVELOPMENT,C618800005
Qatar,NESR Oil and Gas Services - Qatar,IT                  ,C618800006
Qatar,NESR Oil and Gas Services - Qatar,HUMAN RESOURCES     ,C618800007
Qatar,NESR Oil and Gas Services - Qatar,INTERNS             ,C618800008
Qatar,NESR Oil and Gas Services - Qatar,MANAGEMENT          ,C618800009
Qatar,NESR Oil and Gas Services - Qatar,LEGAL               ,C618800010
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD SUPPL CHAIN,C618809901
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD FINANCE    ,C618809902
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD OFFICE FACI,C618809903
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD ADMIN GOVT ,C618809904
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD MARKETING  ,C618809905
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD IT         ,C618809906
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD HUMAN RESOU,C618809907
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD INTERNS    ,C618809908
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD MANAGEMENT ,C618809909
Qatar,NESR Oil and Gas Services - Qatar,OVERHEAD LEGAL      ,C618809910
Qatar,NESR Oil and Gas Services - Qatar,HUB - SUPPLY CHAIN  ,C618890001
Qatar,NESR Oil and Gas Services - Qatar,HUB - FINANCE       ,C618890002
Qatar,NESR Oil and Gas Services - Qatar,HUB - FACILITY      ,C618890003
Qatar,NESR Oil and Gas Services - Qatar,"HUB-ADMIN,GOVT&SECUR",C618890004
Qatar,NESR Oil and Gas Services - Qatar,HUB - MARKETING     ,C618890005
Qatar,NESR Oil and Gas Services - Qatar,HUB - IT            ,C618890006
Qatar,NESR Oil and Gas Services - Qatar,HUB - HR            ,C618890007
Qatar,NESR Oil and Gas Services - Qatar,HUB - INTERNS       ,C618890008
Qatar,NESR Oil and Gas Services - Qatar,HUB - MANAGEMENT    ,C618890009
Qatar,NESR Oil and Gas Services - Qatar,KSA HQ OVERHEAD     ,C619960001
Qatar,NESR Oil and Gas Services - Qatar,EGYPT HQ OVERHEAD   ,C619960002
Qatar,NESR Oil and Gas Services - Qatar,OMAN HQ OVERHEAD    ,C619960003
Qatar,NESR Oil and Gas Services - Qatar,ALGERIA HQ OVERHEAD ,C619960004
Qatar,NESR Oil and Gas Services - Qatar,UAE HQ OVERHEAD     ,C619960005
Qatar,NESR Oil and Gas Services - Qatar,QATAR HQ OVERHEAD   ,C619960006
Qatar,NESR Oil and Gas Services - Qatar,IRAQ HQ OVERHEAD    ,C619960007
Qatar,NESR Oil and Gas Services - Qatar,INDIA HQ OVERHEAD   ,C619960008
Qatar,NESR Oil and Gas Services - Qatar,LIBYA HQ OVERHEAD   ,C619960009
Qatar,NESR Oil and Gas Services - Qatar,INDONESIA HQ OVERH. ,C619960010
Qatar,NESR Oil and Gas Services - Qatar,KUWAIT HQ OVERHEAD  ,C619960011
Qatar,NESR Oil and Gas Services - Qatar,SSA HQ OVERHEAD     ,C619960012
Qatar,NESR Oil and Gas Services - Qatar,YEMEN HQ OVERHEAD   ,C619960013
Qatar,NESR Oil and Gas Services - Qatar,JORDAN HQ OVERHEAD  ,C619960014
Qatar,NESR Oil and Gas Services - Qatar,QATAR HQ OVERHEAD   ,C619960099
Qatar,NESR Oil and Gas Services - Qatar,ELIMINATIONS        ,C619999999
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,CEMENTING           ,C641100101
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,COILED TUBING       ,C641110101
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,COILED TUBING DHT   ,C641110201
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,FILTRATION          ,C641120101
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,HYDRAULIC FRAC UNCON,C641130301
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,PIPELINES           ,C641140101
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,GROSS LEAK TEST -GLT,C641140401
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,HYDRO TESTING       ,C641140501
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,NITROGEN PURGE      ,C641140701
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,NITROGEN            ,C641150101
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,STIMULATION         ,C641170101
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,ARTIFICIAL LIFT SERV,C641180101
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,SURFACE TESTING     ,C642300101
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,MP FLOW METER       ,C642300201
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,WL LOG - OPEN HOLE  ,C642310101
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,WL LOG-CASED HOLE   ,C642310201
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,SLICKLINE           ,C642320101
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,DIRECTIONAL DRILLING,C643410101
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,DOWN HOLE TOOLS     ,C643430101
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,DRILLING FLUIDS     ,C643440101
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,FISHING SERVICES    ,C643450101
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,RIGS                ,C643490101
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,THROUGH TUBING      ,C643500101
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,WATER & PROD ASSURAN,C644600101
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,FLARE CAPTURE       ,C644620101
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,HEAT AND GEOTHERMAL ,C644630101
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,MAINTENAN & WORKSHOP,C647700001
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,QHSE                ,C647700002
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,TRANSPORTATION      ,C647700003
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,FACILITY            ,C647700004
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,TECHNICAL MANAGEMENT,C647700005
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,LAB CTU & CMT       ,C647700006
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,WAREHOUSE           ,C647700007
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,LOGISTICS           ,C647700008
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,SUPPLY CHAIN        ,C648800001
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,FINANCE             ,C648800002
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,OFFICE FACILITY     ,C648800003
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,ADMIN GOVT & SECURIT,C648800004
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,BUSINESS DEVELOPMENT,C648800005
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,IT                  ,C648800006
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,HUMAN RESOURCES     ,C648800007
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,INTERNS             ,C648800008
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,MANAGEMENT          ,C648800009
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,LEGAL               ,C648800010
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,IRAQ HQ OVERHEAD    ,C649960001
Iraq,NPS Bahrain for Oil & Gas Well Services WLL- North Iraq,ELIMINATIONS        ,C649999999
Iraq,NESR DMCC- Iraq South,CEMENTING           ,C651100101
Iraq,NESR DMCC- Iraq South,COILED TUBING       ,C651110101
Iraq,NESR DMCC- Iraq South,COILED TUBING DHT   ,C651110201
Iraq,NESR DMCC- Iraq South,FILTRATION          ,C651120101
Iraq,NESR DMCC- Iraq South,PIPELINES           ,C651140101
Iraq,NESR DMCC- Iraq South,NITROGEN PURGE      ,C651140701
Iraq,NESR DMCC- Iraq South,NITROGEN            ,C651150101
Iraq,NESR DMCC- Iraq South,STIMULATION         ,C651170101
Iraq,NESR DMCC- Iraq South,SURFACE TESTING     ,C652300101
Iraq,NESR DMCC- Iraq South,MP FLOW METER       ,C652300201
Iraq,NESR DMCC- Iraq South,WL LOG - OPEN HOLE  ,C652310101
Iraq,NESR DMCC- Iraq South,WL LOG-CASED HOLE   ,C652310201
Iraq,NESR DMCC- Iraq South,WL LOG - RS         ,C652310501
Iraq,NESR DMCC- Iraq South,SLICKLINE           ,C652320101
Iraq,NESR DMCC- Iraq South,DIRECTIONAL DRILLING,C653410101
